# FastWindTerrain synthetic terrain -- shape = hill
# generated by tools/make_terrain.py; do not edit by hand
# domain: [0.0, 1000.0] x [0.0, 1000.0] m, 51 x 51 points, dx = 20.0 m, dy = 20.0 m
# params: base=0.0, peak=100.0, sigma=150.0, slope_x=0.1, slope_y=0.0, xc=500.0, xlo=0.0, yc=500.0, ylo=0.0
# scattered: jitter = 0.4 cells, seed = 7
x,y,z
492.3695315367,27.2157691660,0.6953469672
520.4521183207,14.3456406224,0.5244202325
540.6907588141,12.4326798628,0.4895186624
560.4497510550,27.6560198835,0.6479072222
585.8132004846,23.1391485745,0.5424156789
596.1778431557,17.8671966682,0.4648733834
614.6726725525,24.3510065344,0.4893646809
640.5214783599,24.4648782614,0.4236581353
657.2746399208,15.5686667697,0.3136508349
684.9841799484,27.7588168095,0.3292059834
705.6420607799,24.8972573566,0.2590754659
725.0933270932,23.8379683260,0.2103013127
735.6278318405,20.2822195879,0.1750647741
757.6890006937,12.4636824119,0.1161929917
772.4469932068,16.4706966248,0.1064696406
796.1467898123,23.0803510672,0.0908740936
827.3042412215,19.1556428443,0.0542863586
846.9923392204,27.8086089312,0.0485462390
867.2800101011,17.8341741658,0.0284730787
875.5273971679,15.6295332277,0.0236998387
895.1472986147,15.2699738124,0.0168056047
921.9850623590,26.4049334061,0.0130855734
945.4469684365,19.6715748202,0.0072175577
962.4476486855,24.7942999176,0.0057104447
973.3564557832,22.5693704033,0.0043420219
1000.0000000000,24.5168461456,0.0025428256
4.0022473573,39.6485239135,0.0038058604
14.8563474934,44.6261668963,0.0053360617
37.3202751978,44.8131771023,0.0085970909
67.5465166237,38.3334159211,0.0137447603
78.4221890859,47.1487521034,0.0202106978
103.5967786501,34.7200585596,0.0247849833
114.0326138768,34.4184112061,0.0295308568
146.4776335317,44.9040317125,0.0623733880
154.3387889399,45.2241676564,0.0709342702
187.6848950952,42.5162926838,0.1093370248
197.6065201945,40.7785607038,0.1208519985
214.0957416322,32.2278870105,0.1257118333
247.5342428358,42.3947947148,0.2311610709
260.4252967536,46.9379968809,0.2917827531
278.9409509881,45.9478868478,0.3457039234
305.2184840290,35.3766773973,0.3551710291
316.0293569818,36.6874664427,0.3996627206
335.8486302809,41.3829946907,0.5129316405
356.1498367243,38.7042008441,0.5579852296
374.0971788241,46.5602729010,0.7289549896
397.6605443833,39.3305757835,0.7092909804
421.3335803527,46.4687483927,0.9018995981
438.7300523313,46.6835373495,0.9561639795
460.0263830579,40.5091993990,0.8850101483
480.3761053694,32.2992778865,0.7676936330
499.0419985982,34.9297261964,0.8176649328
512.0629197092,44.7867272079,0.9970714214
534.7575473954,39.5758869194,0.8758388469
563.6030923272,40.9036099984,0.8449370785
577.2157144168,40.2935794032,0.7996775492
600.8870699981,44.5483596058,0.7939734021
613.6977506737,40.9647381373,0.6944606227
635.9759091367,36.4306731274,0.5592354625
664.3561775801,40.1234238687,0.4991658423
680.9876701865,44.1598902814,0.4769646126
706.5998085813,39.0919742972,0.3450188459
721.8004461495,40.0888500936,0.3046877874
740.1945835590,43.0836960408,0.2681267940
759.2375326762,40.5325670013,0.2060585947
779.6485810885,47.0640180406,0.1842258622
803.1874861149,46.0245677085,0.1329987891
827.0748894129,36.1534767059,0.0778236912
840.9522209040,47.0922725442,0.0791452582
865.4399965343,34.1941509743,0.0414115257
873.9459512701,39.0738894124,0.0398169681
893.1607375945,35.8502201353,0.0268555497
913.1699322716,42.7115543250,0.0215943997
944.5429762748,46.3524229261,0.0127835217
954.4711459803,43.4579181246,0.0098874431
982.5641042431,34.2876639668,0.0045646671
1000.0000000000,47.4807165227,0.0040830457
0.0000000000,67.2400660627,0.0060228848
18.3721099955,59.7961723999,0.0077829010
47.8379432759,65.3191147117,0.0159705714
54.5834569581,58.9043490880,0.0161263212
80.2496809249,57.4258583094,0.0256585423
95.1319146581,57.0964090934,0.0334853703
123.5544133623,52.3117268488,0.0498940469
140.8648039649,59.0473296288,0.0756315345
152.2893116932,57.3039662263,0.0874521781
181.9828331823,60.1961965514,0.1436093102
193.0286526815,67.7613319061,0.1938550047
224.6138088976,67.5471353384,0.2905416451
233.6764735084,56.2490283575,0.2600452262
252.6334110386,64.4639588811,0.3790896588
276.3271375603,54.0728889489,0.3963298615
298.7560669004,66.5826210589,0.6254595676
325.1036636765,56.1377442367,0.6359332945
334.3898871585,66.7067441362,0.8382994308
361.1295188063,63.2066791447,0.9388233525
373.4313953255,52.9204241991,0.8248099923
403.0112891416,58.8050726527,1.0730537361
413.1586255156,67.0135953446,1.3118290534
442.1510321007,64.8260574651,1.3804919061
453.3398804198,65.6996581820,1.4409527821
473.0659605580,65.8043995049,1.4912080849
499.2603763356,57.4264284366,1.2871892971
520.8490258953,66.8267085451,1.5307423309
536.2857559468,54.0675967983,1.1698732663
560.4306404244,55.8149787114,1.1497745077
573.7512234413,54.5831854656,1.0784178773
592.8060754754,55.2282919803,1.0178873963
616.9918784653,56.8800863661,0.9394715354
644.1519720800,56.6393733556,0.7986798791
660.0014175978,54.8463981474,0.6925860652
677.5520163540,52.2906097167,0.5771324338
696.0071800991,52.2455378793,0.4947104944
723.7292861349,60.8167860482,0.4522939854
735.0313039439,59.5961702163,0.3935677818
766.9542854365,53.7005015204,0.2454206369
785.1027222455,58.9148413726,0.2177080210
799.9200251753,65.3538229333,0.2035332635
818.2893772090,60.1069752345,0.1428083074
843.0038677711,67.7190486466,0.1151054035
857.4832740067,65.3165846922,0.0877218258
883.3076064263,62.1756311822,0.0539549765
898.4751633393,57.5608348825,0.0378780877
912.8702165886,54.0770972984,0.0272773767
933.1315650493,63.8542271709,0.0225738054
956.0895020283,54.6119443244,0.0119660994
973.3517579633,65.4603037096,0.0103570446
1000.0000000000,62.7286927665,0.0055198094
0.0000000000,75.8754069439,0.0070993232
16.6889358813,79.3512470943,0.0109126907
34.5205270373,79.1331937317,0.0158285325
56.2118890720,87.3885845338,0.0285887377
87.5619679671,80.7531739859,0.0459180415
95.9111439031,87.4506683209,0.0604703486
116.9527666828,77.7053426722,0.0729238124
132.0171026391,78.1060257058,0.0944763046
159.5942980384,80.0442241020,0.1512187984
175.2156808672,80.0757702322,0.1906104563
192.0792085041,76.2266989728,0.2247906141
213.4360543661,78.3921787246,0.3104401170
232.6666713231,72.3599063515,0.3510242397
256.8679129636,75.7249530655,0.4923015953
281.3693325469,80.4670327727,0.6918923421
304.0086500830,82.5206987730,0.8855631513
323.4558950405,86.0654510971,1.1106619030
338.2322635370,77.2181560660,1.0528929448
367.7556653612,74.3914103847,1.2106322312
383.5864923738,82.2915111953,1.5321477186
392.7006090671,85.3646326917,1.6969329461
426.2710776941,82.0373139893,1.8263306289
443.7416339756,84.9955026514,2.0289767372
454.2289217603,80.3801165525,1.9073352582
480.0699368201,85.3590014950,2.1721986369
504.8748416920,85.2225459440,2.1847982906
521.3449842689,86.2852757825,2.2066881609
542.9263259120,83.0932181648,2.0172787023
555.6790515286,72.4985684206,1.6080151833
574.1294911667,77.7713196229,1.6842875082
593.6786635371,85.3731391968,1.8036490036
620.9364359439,82.0442737363,1.4891764999
642.0196233429,82.8906268173,1.3374036074
659.8287090378,72.0530292340,0.9682662576
684.7631608331,83.9722459236,1.0003587445
700.0475368378,80.5631970277,0.8239583139
722.5487918289,73.0568056996,0.5791876075
743.7886132567,76.0350965034,0.4916827769
753.1911999996,76.2489315551,0.4449757873
783.6693606086,75.2834804333,0.3037499529
803.8372574627,87.6117615056,0.2936044647
819.9031804616,78.1209676357,0.1970766931
839.6641626251,82.9391450032,0.1613830961
864.2715216931,81.8715842525,0.1076660226
882.2842076061,73.2395491123,0.0679065286
894.3588011660,76.0630445065,0.0581552661
923.8914761177,76.8706742073,0.0345123198
941.0841871659,72.1995074132,0.0227033814
952.9705762250,76.3003642526,0.0193744234
982.7520252585,83.0749627611,0.0118370740
1000.0000000000,76.6537036549,0.0072041473
0.2645711047,99.4346056540,0.0109971219
19.4614264688,93.8960458032,0.0151277559
46.2986068188,95.1880004778,0.0270307842
67.6500117881,106.9800694553,0.0507268238
72.2800712931,99.3435331674,0.0484368114
105.1183630832,107.4897320264,0.1019140201
119.1912155144,96.2985158428,0.1065589533
135.3573955198,107.1293964303,0.1687173067
155.3713407605,101.3035578835,0.2087625199
174.2678508458,100.3850514009,0.2721633264
207.2438453865,94.1216811661,0.3828017054
225.1234721698,100.1399096584,0.5342211903
246.1897945538,103.2533926207,0.7230118906
255.7021376488,106.3632911296,0.8483904185
279.7782505028,92.3973504495,0.8482728821
292.0574475467,99.8671377518,1.0901998387
319.2121648080,96.8312166604,1.3057023463
334.2513155241,97.5033623428,1.4837736949
357.0572487260,105.4436965384,1.9970567678
372.0278621107,104.0117446587,2.1311174940
405.4257727144,93.9206615615,2.1000356669
426.8223817582,103.4083770528,2.6937941058
446.4250650096,96.6373273436,2.5238831419
457.9555519897,98.2863901127,2.6639292286
487.9806800926,101.4268264862,2.9204125240
497.7713491828,98.8488440222,2.7982936258
516.4024840420,92.7722895480,2.4942358660
533.6273577275,105.3548159196,3.0619295400
556.5699710411,106.9694382130,3.0081391047
575.9891954626,96.2516482396,2.3498370319
600.1754078049,95.0375847546,2.0914219301
617.9735885602,107.2986442361,2.3842886001
646.1482648884,104.9913962795,1.9408877418
662.0943328619,106.6147821994,1.7902567102
687.0511887734,100.7876503710,1.3312111068
703.5131613112,92.7916165511,0.9999196475
723.7176394952,99.2137667674,0.9262699868
744.0426881479,102.3118513667,0.7922409118
756.5793331248,92.7836304798,0.5811257171
786.8284327448,94.0369811262,0.4125411983
799.5549453991,97.4986056425,0.3719246546
816.7643498487,103.8245200799,0.3287397026
847.6207388226,96.1627048738,0.1819054089
862.4959252165,96.8133806566,0.1455354941
880.9171472393,98.3098844433,0.1102623751
894.6773194841,94.5865113825,0.0813628817
915.3259603382,106.4953585639,0.0693155080
939.9532125652,95.5204040352,0.0357295974
966.5001502434,107.9436018180,0.0260790978
979.1993670973,94.2335370240,0.0156611324
995.0785135322,93.4514321297,0.0109492452
0.0000000000,113.4575094365,0.0139717079
15.8260252915,116.1337210905,0.0206760348
41.1138838771,126.1960233474,0.0416104086
63.9945217217,118.6045065383,0.0577407552
78.6221371586,120.3866902840,0.0786338074
98.0298530186,117.4112496081,0.1066443949
112.9929522870,116.4402615517,0.1363620844
147.4829642010,114.0139808281,0.2305865285
160.0543319618,122.0740304935,0.3208267049
185.8057815848,115.4554102531,0.4170020160
196.3363340970,115.9752583962,0.4861688732
218.3961141879,119.1337342777,0.6834481399
247.2630972042,125.5789388197,1.0728796976
265.9662557802,112.3489681634,1.0498130015
272.5158958942,123.3521885590,1.3534652465
306.3311443096,119.5722924433,1.7429009436
321.3948238480,112.0028590051,1.7348355451
338.2643375314,126.8292363796,2.5326970904
365.2094273004,125.6874027810,2.9679515102
387.5558579503,115.9754445294,2.8490349217
393.7447359829,114.4700541678,2.8614090551
420.3578497138,122.9132009874,3.6852586653
447.0638489515,123.5477646233,4.0295208922
462.3575699146,124.2368087643,4.2036346933
479.3172006708,120.8240146371,4.0579451220
492.6327401401,124.5167778880,4.3531736348
515.7212292635,126.7187217519,4.4963120895
542.3280924219,116.8605161861,3.6811494072
554.0474695714,116.0287031565,3.5393604884
582.1806575581,123.1773106770,3.6679644415
593.7941229462,113.1256305337,2.9554008455
620.3909869127,121.3262555828,2.9938270888
638.2093111588,115.5773285378,2.4514210439
661.6169743539,112.1673862383,1.9782019940
676.8243408199,119.3710500334,1.9953738113
707.3430395503,122.3132102298,1.6158665220
726.1403844645,119.6048675211,1.2881044703
735.7562895473,115.9529341494,1.0968395660
767.3698276772,123.2744586050,0.8717551682
776.9183652467,112.3485981457,0.6451145521
799.9729639154,122.7914121922,0.5732762637
818.7202539541,116.1160979543,0.3957233885
842.6776807814,126.8025732482,0.3330808299
855.6285771719,112.5455587740,0.2140955905
877.4088251255,118.7289095357,0.1668770541
902.9210669275,115.1692742117,0.1009128387
924.7530274739,123.8260675484,0.0781870546
940.0780541977,115.2834973926,0.0504073498
967.5177395583,116.9874518831,0.0298379824
985.1200719111,115.6929410058,0.0201070829
995.5430850107,124.1675318348,0.0184872475
0.0000000000,147.2308301477,0.0243346511
19.9322356713,134.9970114108,0.0309036929
35.5731862170,138.6724653137,0.0455351381
62.6447080441,147.1801808589,0.0896581201
74.3421288636,138.2953596180,0.0974424244
95.4071851997,147.5859152789,0.1665585595
114.2705772418,132.8294486654,0.1832171574
132.9621640663,138.2931471407,0.2736486574
166.3706785097,146.1373381989,0.5215280574
183.7235802547,147.9604768848,0.6895083511
206.9055279691,137.2678841580,0.7963666895
214.9681950393,146.9741048246,1.0307349901
243.9409350714,132.5102990045,1.1584243236
262.6308778197,138.0579106616,1.5556941209
277.9821379167,137.3071598342,1.7977706240
294.7081750761,132.0459315870,1.9346946740
316.4769028521,137.6234697604,2.5562966479
347.2882373196,133.9793325139,3.0337277775
367.4283394526,135.3184389329,3.5226627269
377.7060675345,145.1451778780,4.3690845574
405.1521277194,138.9191893444,4.5174040506
412.7881173736,139.5754248137,4.7084214348
437.9634302308,146.7121027048,5.7318574733
455.0884189991,137.8279817983,5.1835477832
486.3518938392,132.4845128812,4.9506945172
498.5728292761,144.9891924412,6.0763175477
524.2666880375,132.6503917427,4.9199089985
532.5576701717,133.0012790922,4.8966268152
566.7212275341,136.1122552389,4.7764769291
583.9565888718,146.3768286235,5.3103504283
597.4251125292,136.3570346039,4.2873216412
627.3230336849,141.8716557078,4.0341311249
636.1947595771,143.4661719429,3.9281228795
657.0637380986,136.4100852367,3.0625403921
672.0603458549,144.0904379601,3.1029763522
706.6633536584,142.1436806853,2.2484960839
727.0920022804,132.3881072791,1.5778687576
735.7418601641,139.6030249257,1.6222795879
767.3084424097,147.2625692816,1.2870295490
778.1842366206,136.0167491333,0.9430709747
798.8790093440,139.8955814997,0.7698326425
826.8495907183,134.9270277034,0.4816277264
844.8410931743,143.8158082132,0.4245759229
865.1640840402,144.3649500789,0.3107918232
881.7160676999,137.2447969748,0.2107635137
897.1127805067,137.7897350530,0.1628843126
924.5159779305,133.2642379417,0.0917799242
935.1569886675,144.0461707306,0.0890559411
955.9569201956,133.0357284128,0.0494267789
972.5418195107,140.8415142947,0.0398150789
997.2121336652,147.6840923341,0.0260699455
6.1355940229,167.8051812735,0.0381140184
16.2382610589,153.3453215609,0.0381653484
33.5427612568,159.9756042944,0.0608556374
63.3563387361,159.1514096467,0.1093288096
75.7471407810,158.6694500996,0.1375658226
101.9249223341,162.7857379001,0.2361678225
123.9676327155,165.5517931907,0.3596083750
142.6308035564,153.9386357999,0.4089386868
165.4539388769,156.7005143499,0.6059520968
181.0701473078,157.9675365989,0.7750060733
203.8090788436,155.1870414542,1.0135942442
215.9588660223,155.9254447502,1.1989743839
234.4531551935,166.1466851124,1.7529886427
261.2524920926,157.2214067060,2.0697899972
278.3371135296,167.8791796262,2.8924055583
300.1171922119,155.7020951092,2.9537548888
324.9350862623,162.4532248335,4.0235233583
347.8552904173,153.6373187309,4.1571685030
359.5962041477,165.1056433000,5.3376328811
385.4489018259,166.6300088613,6.3210940049
392.6457898470,156.6988394538,5.6409102631
413.9074660600,155.0331708909,6.0253125331
447.5674428735,161.3311002486,7.3541412691
466.8827799648,157.9557914153,7.2494524654
485.8580372545,159.1858217243,7.5347005654
496.1591715544,164.4444204169,8.1880408247
527.1312333353,153.6924809977,6.8464187636
541.5383530509,161.9191676795,7.5901944413
555.4823267505,157.8993368554,6.9312035328
574.2619117551,155.2636229992,6.3069931967
596.0786187694,161.5907739082,6.3925154574
622.4262851374,155.2550686377,5.1090260345
632.1820773862,157.2359877120,4.9832151926
662.8531158414,154.9623215939,3.9362709327
676.9951317403,155.2545243539,3.5534172623
704.7244986887,160.7687173466,3.0541578327
713.0123372565,153.6222042794,2.5362459212
738.3247474031,160.8022017663,2.1950309607
762.2269111316,153.4584415737,1.5044306596
774.6190290925,163.1264942016,1.5029147768
798.5566227422,156.5328191123,1.0028239140
816.9215322039,167.2510213913,0.9164025009
836.9977901870,161.0643210272,0.6241383253
857.7149074571,158.6631261132,0.4371343802
885.8279419859,167.9459256890,0.3156500465
897.8205020004,155.1552254427,0.2113235916
923.6485071665,155.2586747339,0.1320907311
932.0940255444,166.4260893055,0.1331157140
958.7800768749,165.1258972991,0.0769838802
978.4994829390,166.1254071432,0.0518173735
999.3744997708,154.6007132685,0.0276640927
0.0000000000,180.8247656992,0.0401864245
22.2506670721,186.5567121979,0.0706379297
33.4244977919,181.9551135215,0.0837197981
57.9334979936,180.0714090075,0.1337077804
74.3341892180,176.5327201082,0.1743936608
100.3385420050,186.8079966387,0.3249350119
113.7406855087,179.8481543962,0.3723139368
144.8770178309,187.4700171715,0.6921992522
155.1574672820,174.0264056727,0.6711771404
187.0892113499,187.6087453261,1.2978296241
199.7237837690,172.8539927730,1.2500245136
226.8186850114,178.2063229187,1.9071927101
246.4675335541,181.9254874811,2.5307131495
265.1928920616,174.5644183922,2.7911218577
284.5732091494,175.5532013918,3.4370974688
298.4717528361,185.5416220660,4.5051499103
325.2670032350,174.9274486977,4.8472883019
335.4901900341,178.3959293292,5.5032200766
360.2862802930,178.1372219752,6.4835525968
373.9689072549,175.9529423679,6.8122220968
403.5981230516,186.3567203513,9.1394947295
412.6575845342,180.9974922946,8.7956076361
444.1193800774,172.6100592217,8.6184700960
465.4112681537,173.8836962449,9.1633300378
481.5923163242,180.8008293926,10.3135659574
502.0326786969,176.8994262992,9.8277707703
518.7211498389,181.3219945728,10.3873530911
538.8118374812,182.5414833268,10.2999804407
559.1486303215,179.0136414979,9.3728668724
572.3740044836,181.9022700770,9.3951049288
599.8320255834,175.7640147742,7.7484627196
624.2170431159,184.4795982622,7.7678425290
639.3326246544,174.8731045497,6.2009454741
659.5715015412,173.7132171472,5.3306780053
674.0552940796,178.8895841080,5.1580931821
693.4674103024,179.0714741354,4.4132881238
720.1625799724,172.6522686530,3.1480020746
742.1829923547,173.3158564475,2.5349331483
763.7356835978,184.4421773816,2.3318303438
780.1837077236,172.8682388964,1.6201937800
800.0627850169,178.0458020750,1.3510735625
827.2138876658,174.1789714129,0.8752586510
845.7131217797,187.9379869239,0.8066740069
863.7133502594,185.0398311746,0.5833358196
875.0993168511,187.7076494557,0.5022078803
899.8699194536,187.3062286152,0.3259849074
926.6566595787,174.6417842729,0.1665480451
944.6141043569,186.8893356587,0.1399618847
953.0482593576,177.6143583787,0.1037664434
984.0988762679,174.5402791886,0.0519999153
1000.0000000000,176.3998814708,0.0377250620
5.0500264712,194.2971567218,0.0541774820
20.0354869323,206.7185249901,0.0884342860
35.3331734648,196.2058826227,0.1060489156
60.0961115643,197.1052402702,0.1765845047
72.5893289088,194.9135421995,0.2181053417
94.5796695514,206.9824601743,0.3846645366
122.8748792801,206.3266096564,0.6238261705
134.6998727074,204.5579090434,0.7408584937
153.8412592135,200.4915397225,0.9502040611
182.1810988019,197.7564660270,1.3916684433
205.9672335926,200.8828819420,2.0051050469
221.2806989776,206.1205589647,2.6107148773
233.6737407746,207.8872737331,3.1041389978
262.0764194556,198.3081025765,3.7606830565
284.7627296891,196.2360659094,4.5959654775
307.8479719602,201.2377681906,6.0565594802
317.7640221513,204.2342270710,6.8430203575
339.0765060461,194.8280969400,7.1003363529
363.8975155303,192.7726632710,8.1335949948
385.1171887536,196.0584400070,9.5733249642
402.2278054912,207.7448831642,12.1177482876
421.3739252005,202.6191764946,12.2137331884
437.0023810545,192.0286554989,11.1259498882
452.5406904485,194.3898361076,11.9366745559
481.8568328173,198.9157259962,13.2417151409
500.2028477626,206.3286792097,14.7119724196
514.1123726950,195.6361542478,12.7067917997
542.4497348124,192.3566323584,11.7272638170
552.0418478927,197.6794011955,12.3533039674
573.7018024353,197.7144247930,11.6332763003
595.5881433980,201.3374547125,11.2449220125
621.4254657190,195.2669499357,9.1514963049
641.9828729425,199.5984289835,8.6005961239
654.1559791582,206.9854546549,8.7507101708
675.8974122652,194.3890092910,6.3098002764
693.5328747110,202.2113615447,6.0630537404
725.9405695993,204.5144981467,4.6204182669
738.4312462582,196.2278374394,3.6372836939
752.1839366026,202.3191578175,3.3963860042
780.9972988239,197.6053232664,2.2670027299
802.3296656106,199.1000678065,1.7541252104
826.9945139310,203.7363579861,1.3212229596
835.9759522873,206.4560555220,1.1994747939
852.7040317132,200.5044384033,0.8585099187
878.4958195908,195.8027008962,0.5300836100
892.9340668811,204.4619557983,0.4644840970
912.1976015106,200.8147673198,0.3135836709
947.0547297236,194.2762647168,0.1476129441
955.1922922752,201.7293275169,0.1385833228
980.1111714420,202.2651194829,0.0831495762
1000.0000000000,194.7942315946,0.0487818073
0.0000000000,216.8042586596,0.0650496947
12.7758524411,226.2296387821,0.0967461308
44.5275868747,223.4463778184,0.1818557512
52.1015904397,225.5109196230,0.2171400076
83.9229991331,219.4442488051,0.3711727855
103.8680791444,219.2397958249,0.5306527688
115.6151746507,213.6845070435,0.6065900070
135.7167470031,212.6210810093,0.8360822449
157.3682569136,223.9944649846,1.3545792985
183.1217476061,225.5253337936,2.0130587152
203.3869476381,216.2558033032,2.3653981624
220.8606041287,218.9768435580,3.0607596792
244.6152002713,220.3719141450,4.1297166664
256.2447399253,222.2720509682,4.8101976520
287.4422529810,215.4719284875,6.0625185299
306.0807232270,212.2436433041,6.8855692904
316.1658984309,215.7777486851,7.8381962725
343.9020586256,227.1151663255,11.1215867201
363.9384215969,217.2299423447,11.2111756361
386.0826367603,217.2568596126,12.6829989155
395.8266840433,226.5210943046,14.9094768195
422.0911366846,223.0854873635,15.8988906295
442.6437797357,227.6642145558,17.8841397764
459.5118871298,225.4353802837,18.0564529736
483.1618913420,225.7203640969,18.6735309160
498.9954241461,223.5939731877,18.3084646275
521.1254476171,216.9240133511,16.6855207900
535.3914577236,221.9619531137,17.4518084504
553.2448375899,226.5726356711,17.8281824792
574.3135186473,212.4304407968,14.0799740780
593.7068540599,226.8631813719,15.6767220066
617.5178189251,214.2694654108,11.9892003206
632.4597220458,212.6663910316,10.8112622344
663.0820034317,222.1420500329,9.9590947755
683.1521235785,223.7885642107,8.7088329669
693.0522442885,221.4475648119,7.7889945491
717.8144978522,225.0809860175,6.4968144354
745.1130133312,226.2604834633,4.9771899765
753.0551746940,225.8846763081,4.5374593911
786.6305404557,227.1092128019,3.0789309496
793.7138542231,215.2915746216,2.4273466015
813.7915155928,212.5508291661,1.7876472761
845.5634759559,224.9923042957,1.3111092704
862.1467640504,225.2009643020,1.0126992849
882.1045839348,216.5978414389,0.6543069952
893.5980334440,213.5657890787,0.5164918373
924.1178223665,215.2798949831,0.3031495453
937.1062220736,218.7802461697,0.2470701110
952.3346953810,216.1072362578,0.1768157407
976.5214915333,223.4521950197,0.1176057991
997.8883890999,217.1332510435,0.0684508221
7.4239867451,240.0597971053,0.1014525589
25.6220372066,241.8924137051,0.1531971970
32.4957017647,238.6067349948,0.1703176615
58.9831933401,244.3684141753,0.3106382994
77.5485066734,243.2745515165,0.4380834698
100.6060887058,235.4651881116,0.6097537422
125.7958291564,233.4542326420,0.9181500700
145.1169784411,234.7259401603,1.2746542249
152.0207849173,235.2325626955,1.4282843433
184.1948963106,247.6458512609,2.6477628530
192.0697867093,239.8531679029,2.7023372957
219.8637455338,244.7483503610,4.1098992037
234.9523072204,239.9133066645,4.6684573539
257.5549708554,245.3093734402,6.4074484396
276.1692013237,247.1019182395,7.9292256418
296.5396760482,235.4354294465,8.4133976955
323.1916663923,239.9730496604,11.1110874677
333.7587718891,242.1845067462,12.3536125041
353.2941215623,244.6066251983,14.5476311282
383.1545334531,244.5909301167,17.3247027093
402.0469152125,237.6898729915,17.5125302749
418.4203290854,238.3135913482,18.8309744860
446.2465190584,233.3787664678,19.3221477265
466.2151805932,232.4027845111,19.8560857467
475.2978685264,236.2111267362,21.0160518653
506.4194509441,240.0190428699,22.2480028116
518.0688823441,246.1436581171,23.7088256162
535.7372091942,239.3745281848,21.4844738218
560.5047133677,244.0716108905,21.5048335505
584.0478306538,242.3407981436,19.5484657506
597.5757671096,237.2265632775,17.4466905554
614.4852279267,245.4896971524,17.7156962038
642.5936028425,243.8717960505,14.8131096586
654.7128085450,239.0207684861,12.9319216226
