# FastWindTerrain synthetic terrain -- shape = hill
# generated by tools/make_terrain.py; do not edit by hand
# domain: [0.0, 1000.0] x [0.0, 1000.0] m, 51 x 51 points, dx = 20.0 m, dy = 20.0 m
# params: base=0.0, peak=150.0, sigma=120.0, slope_x=0.1, slope_y=0.0, xc=500.0, xlo=0.0, yc=500.0, ylo=0.0
x,y,z
900.0000000000,0.0000000000,0.0000984979
920.0000000000,0.0000000000,0.0000557340
940.0000000000,0.0000000000,0.0000306725
960.0000000000,0.0000000000,0.0000164178
980.0000000000,0.0000000000,0.0000085471
1000.0000000000,0.0000000000,0.0000043277
0.0000000000,20.0000000000,0.0000085471
20.0000000000,20.0000000000,0.0000168803
40.0000000000,20.0000000000,0.0000324248
60.0000000000,20.0000000000,0.0000605775
80.0000000000,20.0000000000,0.0001100732
100.0000000000,20.0000000000,0.0001945308
120.0000000000,20.0000000000,0.0003343729
140.0000000000,20.0000000000,0.0005589980
160.0000000000,20.0000000000,0.0009089199
180.0000000000,20.0000000000,0.0014373987
200.0000000000,20.0000000000,0.0022108799
220.0000000000,20.0000000000,0.0033074197
240.0000000000,20.0000000000,0.0048122673
260.0000000000,20.0000000000,0.0068099895
280.0000000000,20.0000000000,0.0093730169
300.0000000000,20.0000000000,0.0125472521
320.0000000000,20.0000000000,0.0163363155
340.0000000000,20.0000000000,0.0206869214
360.0000000000,20.0000000000,0.0254785015
380.0000000000,20.0000000000,0.0305202554
400.0000000000,20.0000000000,0.0355581132
420.0000000000,20.0000000000,0.0402926210
440.0000000000,20.0000000000,0.0444067095
460.0000000000,20.0000000000,0.0476001074
480.0000000000,20.0000000000,0.0496253447
500.0000000000,20.0000000000,0.0503193942
520.0000000000,20.0000000000,0.0496253447
540.0000000000,20.0000000000,0.0476001074
560.0000000000,20.0000000000,0.0444067095
580.0000000000,20.0000000000,0.0402926210
600.0000000000,20.0000000000,0.0355581132
620.0000000000,20.0000000000,0.0305202554
640.0000000000,20.0000000000,0.0254785015
660.0000000000,20.0000000000,0.0206869214
680.0000000000,20.0000000000,0.0163363155
700.0000000000,20.0000000000,0.0125472521
720.0000000000,20.0000000000,0.0093730169
740.0000000000,20.0000000000,0.0068099895
760.0000000000,20.0000000000,0.0048122673
780.0000000000,20.0000000000,0.0033074197
800.0000000000,20.0000000000,0.0022108799
820.0000000000,20.0000000000,0.0014373987
840.0000000000,20.0000000000,0.0009089199
860.0000000000,20.0000000000,0.0005589980
880.0000000000,20.0000000000,0.0003343729
900.0000000000,20.0000000000,0.0001945308
920.0000000000,20.0000000000,0.0001100732
940.0000000000,20.0000000000,0.0000605775
960.0000000000,20.0000000000,0.0000324248
980.0000000000,20.0000000000,0.0000168803
1000.0000000000,20.0000000000,0.0000085471
0.0000000000,40.0000000000,0.0000164178
20.0000000000,40.0000000000,0.0000324248
40.0000000000,40.0000000000,0.0000622838
60.0000000000,40.0000000000,0.0001163615
80.0000000000,40.0000000000,0.0002114363
100.0000000000,40.0000000000,0.0003736681
120.0000000000,40.0000000000,0.0006422867
140.0000000000,40.0000000000,0.0010737620
160.0000000000,40.0000000000,0.0017459162
180.0000000000,40.0000000000,0.0027610548
200.0000000000,40.0000000000,0.0042468110
220.0000000000,40.0000000000,0.0063531206
240.0000000000,40.0000000000,0.0092437360
260.0000000000,40.0000000000,0.0130810988
280.0000000000,40.0000000000,0.0180043392
300.0000000000,40.0000000000,0.0241016297
320.0000000000,40.0000000000,0.0313799248
340.0000000000,40.0000000000,0.0397368696
360.0000000000,40.0000000000,0.0489408681
380.0000000000,40.0000000000,0.0586254177
400.0000000000,40.0000000000,0.0683024836
420.0000000000,40.0000000000,0.0773968536
440.0000000000,40.0000000000,0.0852994794
460.0000000000,40.0000000000,0.0914335789
480.0000000000,40.0000000000,0.0953237947
500.0000000000,40.0000000000,0.0966569731
520.0000000000,40.0000000000,0.0953237947
540.0000000000,40.0000000000,0.0914335789
560.0000000000,40.0000000000,0.0852994794
580.0000000000,40.0000000000,0.0773968536
600.0000000000,40.0000000000,0.0683024836
620.0000000000,40.0000000000,0.0586254177
640.0000000000,40.0000000000,0.0489408681
660.0000000000,40.0000000000,0.0397368696
680.0000000000,40.0000000000,0.0313799248
700.0000000000,40.0000000000,0.0241016297
720.0000000000,40.0000000000,0.0180043392
740.0000000000,40.0000000000,0.0130810988
760.0000000000,40.0000000000,0.0092437360
780.0000000000,40.0000000000,0.0063531206
800.0000000000,40.0000000000,0.0042468110
820.0000000000,40.0000000000,0.0027610548
840.0000000000,40.0000000000,0.0017459162
860.0000000000,40.0000000000,0.0010737620
880.0000000000,40.0000000000,0.0006422867
900.0000000000,40.0000000000,0.0003736681
920.0000000000,40.0000000000,0.0002114363
940.0000000000,40.0000000000,0.0001163615
960.0000000000,40.0000000000,0.0000622838
980.0000000000,40.0000000000,0.0000324248
1000.0000000000,40.0000000000,0.0000164178
0.0000000000,60.0000000000,0.0000306725
20.0000000000,60.0000000000,0.0000605775
40.0000000000,60.0000000000,0.0001163615
60.0000000000,60.0000000000,0.0002173918
80.0000000000,60.0000000000,0.0003950150
100.0000000000,60.0000000000,0.0006981040
120.0000000000,60.0000000000,0.0011999495
140.0000000000,60.0000000000,0.0020060515
160.0000000000,60.0000000000,0.0032618009
180.0000000000,60.0000000000,0.0051583295
200.0000000000,60.0000000000,0.0079340875
220.0000000000,60.0000000000,0.0118691919
240.0000000000,60.0000000000,0.0172695723
260.0000000000,60.0000000000,0.0244387100
280.0000000000,60.0000000000,0.0336365339
300.0000000000,60.0000000000,0.0450277723
320.0000000000,60.0000000000,0.0586254177
340.0000000000,60.0000000000,0.0742382460
360.0000000000,60.0000000000,0.0914335789
380.0000000000,60.0000000000,0.1095266995
400.0000000000,60.0000000000,0.1276058388
420.0000000000,60.0000000000,0.1445963589
440.0000000000,60.0000000000,0.1593604075
460.0000000000,60.0000000000,0.1708204142
480.0000000000,60.0000000000,0.1780882942
500.0000000000,60.0000000000,0.1805789992
520.0000000000,60.0000000000,0.1780882942
540.0000000000,60.0000000000,0.1708204142
560.0000000000,60.0000000000,0.1593604075
580.0000000000,60.0000000000,0.1445963589
600.0000000000,60.0000000000,0.1276058388
620.0000000000,60.0000000000,0.1095266995
640.0000000000,60.0000000000,0.0914335789
660.0000000000,60.0000000000,0.0742382460
680.0000000000,60.0000000000,0.0586254177
700.0000000000,60.0000000000,0.0450277723
720.0000000000,60.0000000000,0.0336365339
740.0000000000,60.0000000000,0.0244387100
760.0000000000,60.0000000000,0.0172695723
780.0000000000,60.0000000000,0.0118691919
800.0000000000,60.0000000000,0.0079340875
820.0000000000,60.0000000000,0.0051583295
840.0000000000,60.0000000000,0.0032618009
860.0000000000,60.0000000000,0.0020060515
880.0000000000,60.0000000000,0.0011999495
900.0000000000,60.0000000000,0.0006981040
920.0000000000,60.0000000000,0.0003950150
940.0000000000,60.0000000000,0.0002173918
960.0000000000,60.0000000000,0.0001163615
980.0000000000,60.0000000000,0.0000605775
1000.0000000000,60.0000000000,0.0000306725
0.0000000000,80.0000000000,0.0000557340
20.0000000000,80.0000000000,0.0001100732
40.0000000000,80.0000000000,0.0002114363
60.0000000000,80.0000000000,0.0003950150
80.0000000000,80.0000000000,0.0007177676
100.0000000000,80.0000000000,0.0012684999
120.0000000000,80.0000000000,0.0021803855
140.0000000000,80.0000000000,0.0036451247
160.0000000000,80.0000000000,0.0059269022
180.0000000000,80.0000000000,0.0093730169
200.0000000000,80.0000000000,0.0144167478
220.0000000000,80.0000000000,0.0215670859
240.0000000000,80.0000000000,0.0313799248
260.0000000000,80.0000000000,0.0444067095
280.0000000000,80.0000000000,0.0611197477
300.0000000000,80.0000000000,0.0818183613
320.0000000000,80.0000000000,0.1065261583
340.0000000000,80.0000000000,0.1348956726
360.0000000000,80.0000000000,0.1661406996
380.0000000000,80.0000000000,0.1990170647
400.0000000000,80.0000000000,0.2318680247
420.0000000000,80.0000000000,0.2627408935
440.0000000000,80.0000000000,0.2895681204
460.0000000000,80.0000000000,0.3103916905
480.0000000000,80.0000000000,0.3235978963
500.0000000000,80.0000000000,0.3281236677
520.0000000000,80.0000000000,0.3235978963
540.0000000000,80.0000000000,0.3103916905
560.0000000000,80.0000000000,0.2895681204
580.0000000000,80.0000000000,0.2627408935
600.0000000000,80.0000000000,0.2318680247
620.0000000000,80.0000000000,0.1990170647
640.0000000000,80.0000000000,0.1661406996
660.0000000000,80.0000000000,0.1348956726
680.0000000000,80.0000000000,0.1065261583
700.0000000000,80.0000000000,0.0818183613
720.0000000000,80.0000000000,0.0611197477
740.0000000000,80.0000000000,0.0444067095
760.0000000000,80.0000000000,0.0313799248
780.0000000000,80.0000000000,0.0215670859
800.0000000000,80.0000000000,0.0144167478
820.0000000000,80.0000000000,0.0093730169
840.0000000000,80.0000000000,0.0059269022
860.0000000000,80.0000000000,0.0036451247
880.0000000000,80.0000000000,0.0021803855
900.0000000000,80.0000000000,0.0012684999
920.0000000000,80.0000000000,0.0007177676
940.0000000000,80.0000000000,0.0003950150
960.0000000000,80.0000000000,0.0002114363
980.0000000000,80.0000000000,0.0001100732
1000.0000000000,80.0000000000,0.0000557340
0.0000000000,100.0000000000,0.0000984979
20.0000000000,100.0000000000,0.0001945308
40.0000000000,100.0000000000,0.0003736681
60.0000000000,100.0000000000,0.0006981040
80.0000000000,100.0000000000,0.0012684999
100.0000000000,100.0000000000,0.0022418008
120.0000000000,100.0000000000,0.0038533624
140.0000000000,100.0000000000,0.0064419740
160.0000000000,100.0000000000,0.0104745251
180.0000000000,100.0000000000,0.0165647917
200.0000000000,100.0000000000,0.0254785015
220.0000000000,100.0000000000,0.0381151864
240.0000000000,100.0000000000,0.0554572689
260.0000000000,100.0000000000,0.0784793096
280.0000000000,100.0000000000,0.1080160105
300.0000000000,100.0000000000,0.1445963589
320.0000000000,100.0000000000,0.1882620768
340.0000000000,100.0000000000,0.2383990925
360.0000000000,100.0000000000,0.2936179587
380.0000000000,100.0000000000,0.3517198639
400.0000000000,100.0000000000,0.4097768713
420.0000000000,100.0000000000,0.4643380279
440.0000000000,100.0000000000,0.5117493823
460.0000000000,100.0000000000,0.5485505643
480.0000000000,100.0000000000,0.5718896931
500.0000000000,100.0000000000,0.5798880209
520.0000000000,100.0000000000,0.5718896931
540.0000000000,100.0000000000,0.5485505643
560.0000000000,100.0000000000,0.5117493823
580.0000000000,100.0000000000,0.4643380279
600.0000000000,100.0000000000,0.4097768713
620.0000000000,100.0000000000,0.3517198639
640.0000000000,100.0000000000,0.2936179587
660.0000000000,100.0000000000,0.2383990925
680.0000000000,100.0000000000,0.1882620768
700.0000000000,100.0000000000,0.1445963589
720.0000000000,100.0000000000,0.1080160105
740.0000000000,100.0000000000,0.0784793096
760.0000000000,100.0000000000,0.0554572689
780.0000000000,100.0000000000,0.0381151864
800.0000000000,100.0000000000,0.0254785015
820.0000000000,100.0000000000,0.0165647917
840.0000000000,100.0000000000,0.0104745251
860.0000000000,100.0000000000,0.0064419740
880.0000000000,100.0000000000,0.0038533624
900.0000000000,100.0000000000,0.0022418008
920.0000000000,100.0000000000,0.0012684999
940.0000000000,100.0000000000,0.0006981040
960.0000000000,100.0000000000,0.0003736681
980.0000000000,100.0000000000,0.0001945308
1000.0000000000,100.0000000000,0.0000984979
0.0000000000,120.0000000000,0.0001693049
20.0000000000,120.0000000000,0.0003343729
40.0000000000,120.0000000000,0.0006422867
60.0000000000,120.0000000000,0.0011999495
80.0000000000,120.0000000000,0.0021803855
100.0000000000,120.0000000000,0.0038533624
120.0000000000,120.0000000000,0.0066234262
140.0000000000,120.0000000000,0.0110729111
160.0000000000,120.0000000000,0.0180043392
180.0000000000,120.0000000000,0.0284727113
200.0000000000,120.0000000000,0.0437942129
220.0000000000,120.0000000000,0.0655150221
240.0000000000,120.0000000000,0.0953237947
260.0000000000,120.0000000000,0.1348956726
280.0000000000,120.0000000000,0.1856653999
300.0000000000,120.0000000000,0.2485422361
320.0000000000,120.0000000000,0.3235978963
340.0000000000,120.0000000000,0.4097768713
360.0000000000,120.0000000000,0.5046908828
380.0000000000,120.0000000000,0.6045604616
400.0000000000,120.0000000000,0.7043528669
420.0000000000,120.0000000000,0.7981363615
440.0000000000,120.0000000000,0.8796302812
460.0000000000,120.0000000000,0.9428867016
480.0000000000,120.0000000000,0.9830036127
500.0000000000,120.0000000000,0.9967516924
520.0000000000,120.0000000000,0.9830036127
540.0000000000,120.0000000000,0.9428867016
560.0000000000,120.0000000000,0.8796302812
580.0000000000,120.0000000000,0.7981363615
600.0000000000,120.0000000000,0.7043528669
620.0000000000,120.0000000000,0.6045604616
640.0000000000,120.0000000000,0.5046908828
660.0000000000,120.0000000000,0.4097768713
680.0000000000,120.0000000000,0.3235978963
700.0000000000,120.0000000000,0.2485422361
720.0000000000,120.0000000000,0.1856653999
740.0000000000,120.0000000000,0.1348956726
760.0000000000,120.0000000000,0.0953237947
780.0000000000,120.0000000000,0.0655150221
800.0000000000,120.0000000000,0.0437942129
820.0000000000,120.0000000000,0.0284727113
840.0000000000,120.0000000000,0.0180043392
860.0000000000,120.0000000000,0.0110729111
880.0000000000,120.0000000000,0.0066234262
900.0000000000,120.0000000000,0.0038533624
920.0000000000,120.0000000000,0.0021803855
940.0000000000,120.0000000000,0.0011999495
960.0000000000,120.0000000000,0.0006422867
980.0000000000,120.0000000000,0.0003343729
1000.0000000000,120.0000000000,0.0001693049
0.0000000000,140.0000000000,0.0002830406
20.0000000000,140.0000000000,0.0005589980
40.0000000000,140.0000000000,0.0010737620
60.0000000000,140.0000000000,0.0020060515
80.0000000000,140.0000000000,0.0036451247
100.0000000000,140.0000000000,0.0064419740
120.0000000000,140.0000000000,0.0110729111
140.0000000000,140.0000000000,0.0185114706
160.0000000000,140.0000000000,0.0300992930
180.0000000000,140.0000000000,0.0476001074
200.0000000000,140.0000000000,0.0732142865
220.0000000000,140.0000000000,0.1095266995
240.0000000000,140.0000000000,0.1593604075
260.0000000000,140.0000000000,0.2255158789
280.0000000000,140.0000000000,0.3103916905
300.0000000000,140.0000000000,0.4155079236
320.0000000000,140.0000000000,0.5409844704
340.0000000000,140.0000000000,0.6850567518
360.0000000000,140.0000000000,0.8437320919
380.0000000000,140.0000000000,1.0106920499
400.0000000000,140.0000000000,1.1775229909
420.0000000000,140.0000000000,1.3343083556
440.0000000000,140.0000000000,1.4705482554
460.0000000000,140.0000000000,1.5762990698
480.0000000000,140.0000000000,1.6433657169
500.0000000000,140.0000000000,1.6663494807
520.0000000000,140.0000000000,1.6433657169
540.0000000000,140.0000000000,1.5762990698
560.0000000000,140.0000000000,1.4705482554
580.0000000000,140.0000000000,1.3343083556
600.0000000000,140.0000000000,1.1775229909
620.0000000000,140.0000000000,1.0106920499
640.0000000000,140.0000000000,0.8437320919
660.0000000000,140.0000000000,0.6850567518
680.0000000000,140.0000000000,0.5409844704
700.0000000000,140.0000000000,0.4155079236
720.0000000000,140.0000000000,0.3103916905
740.0000000000,140.0000000000,0.2255158789
760.0000000000,140.0000000000,0.1593604075
780.0000000000,140.0000000000,0.1095266995
800.0000000000,140.0000000000,0.0732142865
820.0000000000,140.0000000000,0.0476001074
840.0000000000,140.0000000000,0.0300992930
860.0000000000,140.0000000000,0.0185114706
880.0000000000,140.0000000000,0.0110729111
900.0000000000,140.0000000000,0.0064419740
920.0000000000,140.0000000000,0.0036451247
940.0000000000,140.0000000000,0.0020060515
960.0000000000,140.0000000000,0.0010737620
980.0000000000,140.0000000000,0.0005589980
1000.0000000000,140.0000000000,0.0002830406
0.0000000000,160.0000000000,0.0004602185
20.0000000000,160.0000000000,0.0009089199
40.0000000000,160.0000000000,0.0017459162
60.0000000000,160.0000000000,0.0032618009
80.0000000000,160.0000000000,0.0059269022
100.0000000000,160.0000000000,0.0104745251
120.0000000000,160.0000000000,0.0180043392
140.0000000000,160.0000000000,0.0300992930
160.0000000000,160.0000000000,0.0489408681
180.0000000000,160.0000000000,0.0773968536
200.0000000000,160.0000000000,0.1190450132
220.0000000000,160.0000000000,0.1780882942
240.0000000000,160.0000000000,0.2591169391
260.0000000000,160.0000000000,0.3666844556
280.0000000000,160.0000000000,0.5046908828
300.0000000000,160.0000000000,0.6756078440
320.0000000000,160.0000000000,0.8796302812
340.0000000000,160.0000000000,1.1138890231
360.0000000000,160.0000000000,1.3718920558
380.0000000000,160.0000000000,1.6433657169
400.0000000000,160.0000000000,1.9146295989
420.0000000000,160.0000000000,2.1695595682
440.0000000000,160.0000000000,2.3910830091
460.0000000000,160.0000000000,2.5630317872
480.0000000000,160.0000000000,2.6720808577
500.0000000000,160.0000000000,2.7094520130
520.0000000000,160.0000000000,2.6720808577
540.0000000000,160.0000000000,2.5630317872
560.0000000000,160.0000000000,2.3910830091
580.0000000000,160.0000000000,2.1695595682
600.0000000000,160.0000000000,1.9146295989
620.0000000000,160.0000000000,1.6433657169
640.0000000000,160.0000000000,1.3718920558
660.0000000000,160.0000000000,1.1138890231
680.0000000000,160.0000000000,0.8796302812
700.0000000000,160.0000000000,0.6756078440
720.0000000000,160.0000000000,0.5046908828
740.0000000000,160.0000000000,0.3666844556
760.0000000000,160.0000000000,0.2591169391
780.0000000000,160.0000000000,0.1780882942
800.0000000000,160.0000000000,0.1190450132
820.0000000000,160.0000000000,0.0773968536
840.0000000000,160.0000000000,0.0489408681
860.0000000000,160.0000000000,0.0300992930
880.0000000000,160.0000000000,0.0180043392
900.0000000000,160.0000000000,0.0104745251
920.0000000000,160.0000000000,0.0059269022
940.0000000000,160.0000000000,0.0032618009
960.0000000000,160.0000000000,0.0017459162
980.0000000000,160.0000000000,0.0009089199
1000.0000000000,160.0000000000,0.0004602185
0.0000000000,180.0000000000,0.0007278062
20.0000000000,180.0000000000,0.0014373987
40.0000000000,180.0000000000,0.0027610548
60.0000000000,180.0000000000,0.0051583295
80.0000000000,180.0000000000,0.0093730169
100.0000000000,180.0000000000,0.0165647917
120.0000000000,180.0000000000,0.0284727113
140.0000000000,180.0000000000,0.0476001074
160.0000000000,180.0000000000,0.0773968536
180.0000000000,180.0000000000,0.1223981753
200.0000000000,180.0000000000,0.1882620768
220.0000000000,180.0000000000,0.2816352504
240.0000000000,180.0000000000,0.4097768713
260.0000000000,180.0000000000,0.5798880209
280.0000000000,180.0000000000,0.7981363615
300.0000000000,180.0000000000,1.0684306073
320.0000000000,180.0000000000,1.3910790467
340.0000000000,180.0000000000,1.7615442686
360.0000000000,180.0000000000,2.1695595682
380.0000000000,180.0000000000,2.5988778054
400.0000000000,180.0000000000,3.0278642903
420.0000000000,180.0000000000,3.4310197367
440.0000000000,180.0000000000,3.7813448945
460.0000000000,180.0000000000,4.0532708927
480.0000000000,180.0000000000,4.2257250251
500.0000000000,180.0000000000,4.2848251177
520.0000000000,180.0000000000,4.2257250251
540.0000000000,180.0000000000,4.0532708927
560.0000000000,180.0000000000,3.7813448945
580.0000000000,180.0000000000,3.4310197367
600.0000000000,180.0000000000,3.0278642903
620.0000000000,180.0000000000,2.5988778054
640.0000000000,180.0000000000,2.1695595682
660.0000000000,180.0000000000,1.7615442686
680.0000000000,180.0000000000,1.3910790467
700.0000000000,180.0000000000,1.0684306073
720.0000000000,180.0000000000,0.7981363615
740.0000000000,180.0000000000,0.5798880209
760.0000000000,180.0000000000,0.4097768713
780.0000000000,180.0000000000,0.2816352504
800.0000000000,180.0000000000,0.1882620768
820.0000000000,180.0000000000,0.1223981753
840.0000000000,180.0000000000,0.0773968536
860.0000000000,180.0000000000,0.0476001074
880.0000000000,180.0000000000,0.0284727113
900.0000000000,180.0000000000,0.0165647917
920.0000000000,180.0000000000,0.0093730169
940.0000000000,180.0000000000,0.0051583295
960.0000000000,180.0000000000,0.0027610548
980.0000000000,180.0000000000,0.0014373987
1000.0000000000,180.0000000000,0.0007278062
0.0000000000,200.0000000000,0.0011194472
20.0000000000,200.0000000000,0.0022108799
40.0000000000,200.0000000000,0.0042468110
60.0000000000,200.0000000000,0.0079340875
80.0000000000,200.0000000000,0.0144167478
100.0000000000,200.0000000000,0.0254785015
120.0000000000,200.0000000000,0.0437942129
140.0000000000,200.0000000000,0.0732142865
160.0000000000,200.0000000000,0.1190450132
180.0000000000,200.0000000000,0.1882620768
200.0000000000,200.0000000000,0.2895681204
220.0000000000,200.0000000000,0.4331864998
240.0000000000,200.0000000000,0.6302826382
260.0000000000,200.0000000000,0.8919326035
280.0000000000,200.0000000000,1.2276229499
300.0000000000,200.0000000000,1.6433657169
320.0000000000,200.0000000000,2.1396350863
340.0000000000,200.0000000000,2.7094520130
360.0000000000,200.0000000000,3.3370251570
380.0000000000,200.0000000000,3.9973646005
400.0000000000,200.0000000000,4.6571937719
420.0000000000,200.0000000000,5.2772919183
440.0000000000,200.0000000000,5.8161311748
460.0000000000,200.0000000000,6.2343837594
480.0000000000,200.0000000000,6.4996374941
500.0000000000,200.0000000000,6.5905400435
520.0000000000,200.0000000000,6.4996374941
540.0000000000,200.0000000000,6.2343837594
560.0000000000,200.0000000000,5.8161311748
580.0000000000,200.0000000000,5.2772919183
600.0000000000,200.0000000000,4.6571937719
620.0000000000,200.0000000000,3.9973646005
640.0000000000,200.0000000000,3.3370251570
660.0000000000,200.0000000000,2.7094520130
680.0000000000,200.0000000000,2.1396350863
700.0000000000,200.0000000000,1.6433657169
720.0000000000,200.0000000000,1.2276229499
740.0000000000,200.0000000000,0.8919326035
760.0000000000,200.0000000000,0.6302826382
780.0000000000,200.0000000000,0.4331864998
800.0000000000,200.0000000000,0.2895681204
820.0000000000,200.0000000000,0.1882620768
840.0000000000,200.0000000000,0.1190450132
860.0000000000,200.0000000000,0.0732142865
880.0000000000,200.0000000000,0.0437942129
900.0000000000,200.0000000000,0.0254785015
920.0000000000,200.0000000000,0.0144167478
940.0000000000,200.0000000000,0.0079340875
960.0000000000,200.0000000000,0.0042468110
980.0000000000,200.0000000000,0.0022108799
1000.0000000000,200.0000000000,0.0011194472
0.0000000000,220.0000000000,0.0016746644
20.0000000000,220.0000000000,0.0033074197
40.0000000000,220.0000000000,0.0063531206
60.0000000000,220.0000000000,0.0118691919
80.0000000000,220.0000000000,0.0215670859
100.0000000000,220.0000000000,0.0381151864
120.0000000000,220.0000000000,0.0655150221
140.0000000000,220.0000000000,0.1095266995
160.0000000000,220.0000000000,0.1780882942
180.0000000000,220.0000000000,0.2816352504
200.0000000000,220.0000000000,0.4331864998
220.0000000000,220.0000000000,0.6480359211
240.0000000000,220.0000000000,0.9428867016
260.0000000000,220.0000000000,1.3343083556
280.0000000000,220.0000000000,1.8364925255
300.0000000000,220.0000000000,2.4584330685
320.0000000000,220.0000000000,3.2008393487
340.0000000000,220.0000000000,4.0532708927
360.0000000000,220.0000000000,4.9921042603
380.0000000000,220.0000000000,5.9799551736
400.0000000000,220.0000000000,6.9670427329
420.0000000000,220.0000000000,7.8946936953
440.0000000000,220.0000000000,8.7007834373
460.0000000000,220.0000000000,9.3264786033
480.0000000000,220.0000000000,9.7232914042
500.0000000000,220.0000000000,9.8592792925
520.0000000000,220.0000000000,9.7232914042
540.0000000000,220.0000000000,9.3264786033
560.0000000000,220.0000000000,8.7007834373
580.0000000000,220.0000000000,7.8946936953
600.0000000000,220.0000000000,6.9670427329
620.0000000000,220.0000000000,5.9799551736
640.0000000000,220.0000000000,4.9921042603
660.0000000000,220.0000000000,4.0532708927
680.0000000000,220.0000000000,3.2008393487
700.0000000000,220.0000000000,2.4584330685
720.0000000000,220.0000000000,1.8364925255
740.0000000000,220.0000000000,1.3343083556
760.0000000000,220.0000000000,0.9428867016
780.0000000000,220.0000000000,0.6480359211
800.0000000000,220.0000000000,0.4331864998
820.0000000000,220.0000000000,0.2816352504
840.0000000000,220.0000000000,0.1780882942
860.0000000000,220.0000000000,0.1095266995
880.0000000000,220.0000000000,0.0655150221
900.0000000000,220.0000000000,0.0381151864
920.0000000000,220.0000000000,0.0215670859
940.0000000000,220.0000000000,0.0118691919
960.0000000000,220.0000000000,0.0063531206
980.0000000000,220.0000000000,0.0033074197
1000.0000000000,220.0000000000,0.0016746644
0.0000000000,240.0000000000,0.0024366223
20.0000000000,240.0000000000,0.0048122673
40.0000000000,240.0000000000,0.0092437360
60.0000000000,240.0000000000,0.0172695723
80.0000000000,240.0000000000,0.0313799248
100.0000000000,240.0000000000,0.0554572689
120.0000000000,240.0000000000,0.0953237947
140.0000000000,240.0000000000,0.1593604075
160.0000000000,240.0000000000,0.2591169391
180.0000000000,240.0000000000,0.4097768713
200.0000000000,240.0000000000,0.6302826382
220.0000000000,240.0000000000,0.9428867016
240.0000000000,240.0000000000,1.3718920558
260.0000000000,240.0000000000,1.9414072018
280.0000000000,240.0000000000,2.6720808577
300.0000000000,240.0000000000,3.5769990081
320.0000000000,240.0000000000,4.6571937719
340.0000000000,240.0000000000,5.8974743500
360.0000000000,240.0000000000,7.2634688396
380.0000000000,240.0000000000,8.7007834373
400.0000000000,240.0000000000,10.1369873617
420.0000000000,240.0000000000,11.4867115477
440.0000000000,240.0000000000,12.6595652018
460.0000000000,240.0000000000,13.5699462964
480.0000000000,240.0000000000,14.1473055150
500.0000000000,240.0000000000,14.3451667249
520.0000000000,240.0000000000,14.1473055150
540.0000000000,240.0000000000,13.5699462964
560.0000000000,240.0000000000,12.6595652018
580.0000000000,240.0000000000,11.4867115477
600.0000000000,240.0000000000,10.1369873617
620.0000000000,240.0000000000,8.7007834373
640.0000000000,240.0000000000,7.2634688396
660.0000000000,240.0000000000,5.8974743500
680.0000000000,240.0000000000,4.6571937719
700.0000000000,240.0000000000,3.5769990081
